"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2012JP3041RL",96,NA,20.2,"partly cloudy ","final round ",0.18,-0.08,-0.34,12,30,30,9
"2012JP3035RLT",71,NA,22,"partly cloudy ","1st round ",1.02,0.04,-0.66,11,63,63,17
"2012JP3035RLT",74,NA,21.5,"partly cloudy ","2nd round ",0.32,-0.11,-0.55,13,63,63,17
"2012JP3035RLQ",77,NA,21,"partly cloudy ","qualification ",0.01,-0.35,-0.87,13,62,62,17
"2012JP3034RL",81,NA,21,"cloudy ","final round ",1.6,-0.12,-2.61,11,50,50,16
"2012JP3031RTRIA",42,NA,21,"cloudy ","trial round ",0.8,0.06,-0.98,7,50,50,16
"2012JP3031RL",42,NA,19.5,"cloudy ","1st round ",0.98,0.16,-0.5,8,50,50,16
"2012JP3031RL",42,NA,19,"cloudy ","final round ",0.93,0.03,-0.5,6,30,30,12
"2012JP3030RLT",40,NA,23.6,"sunny ","1st round ",1.53,0.68,-0.34,6,53,53,14
"2012JP3030RLT",40,NA,22.2,"sunny ","2nd round ",1.18,0.2,-1.02,6,61,61,16
"2012JP3030RLQ",43,NA,19.1,NA,"qualification ",0.2,-0.64,-1.38,8,61,61,16
"2012JP3026RLT",64,NA,23.6,"cloudy ","1st round ",2,1.15,0.16,11,60,60,17
"2012JP3026RLT",64,NA,23.4,"cloudy ","2nd round ",2.02,1.01,-0.04,11,59,59,17
"2012JP3026RLQ",76,NA,21.6,"cloudy/rain ","qualification ",1.62,0.75,-0.05,12,57,57,17
"2012JP3025RTRIA",81,NA,17.5,"cloudy/rain ","trial round ",1.43,1.03,0.1,11,48,48,16
"2012JP3025RL",84,NA,15.6,"cloudy ","1st round ",1.22,0.4,-0.22,12,50,50,16
"2012JP3025RL",87,NA,15.3,"cloudy/rain ","final round ",1.08,0.61,0.07,12,30,30,11
"2012JP3024RTRIA",73,NA,19.7,"cloudy/rain ","trial round ",0.54,0.13,-0.35,0,40,40,10
"2012JP3024RL",79,NA,18.5,"cloudy/rain ","1st round ",0.73,-0.11,-0.87,15,38,40,10
"2012JP3024RL",82,NA,17.7,"cloudy/rain ","final round ",0.33,-0.29,-0.93,16,32,32,8
"2012JP3015RLT",81,NA,13.5,"cloudy/rain ","1st round ",0.31,-0.13,-0.6,12,55,55,14
"2012JP3015RLT",81,NA,13,"cloudy/rain ","2nd round ",0.08,-0.31,-0.59,14,55,55,14
"2012JP3015RLQ",84,NA,13,"cloudy/rain ","qualification ",0.65,0.09,-0.49,15,52,53,14
"2012JP3013RTRIA",64,NA,17,"cloudy ","trial round ",1.16,0.48,-0.61,11,48,48,12
"2012JP3013RL",64,NA,16,"cloudy ","1st round ",1.49,0.5,-0.57,10,49,50,12
"2012JP3013RL",70,NA,16,"cloudy ","final round ",0.36,-0.46,-1.14,11,30,30,10
"2012JP3012RL",71,NA,10,"cloudy ","1st round ",1.27,0.15,-1.04,11,40,40,10
"2012JP3012RL",87,NA,9,"cloudy/rain ","final round ",1.09,0.19,-0.79,12,32,32,8
"2012JP3011RTRIA",72,NA,24,"partly cloudy ","trial round ",1.99,1.23,0.64,14,33,33,10
"2012JP3011RLT",80,NA,20,"partly cloudy ","1st round ",1.61,0.85,0.22,14,34,34,10
"2012JP3011RLT",81,NA,17,"cloudy ","2nd round ",0.81,0.28,-0.54,15,34,34,10
"2012JP3011RL",68,NA,27,"partly cloudy ","1st round ",1.94,1.11,0.39,14,34,34,10
"2012JP3011RL",69,NA,28,"partly cloudy ","final round ",2.42,1.12,0.18,12,30,30,9
"2012JP3010RLT",85,NA,20,"cloudy ","1st round ",1.07,0.03,-0.81,5,53,53,12
"2012JP3010RLT",87,NA,23,"cloudy ","2nd round ",0.56,-0.13,-0.81,5,54,54,13
"2012JP3010RLQ",87,NA,20,"cloudy ","qualification ",0.61,0.03,-0.59,6,52,53,13
"2012JP3009RTRIA",80,NA,21,"cloudy/rain ","trial round ",1.02,-0.03,-1.06,5,49,49,12
"2012JP3009RL",91,NA,18,"cloudy/rain ","1st round ",1.19,-0.02,-1.1,3,49,49,12
"2012JP3009RL",87,NA,23,"rain/cloudy/partly cloudy ","final round ",0.84,-0.32,-1.45,4,30,30,10
"2012JP3006RLT",76,NA,24,"partly cloudy ","1st round ",1.41,0.77,-0.4,14,60,60,13
"2012JP3006RLT",60,NA,25,"partly cloudy ","2nd round ",2.11,0.68,-0.95,14,60,60,13
"2012JP3006RLQ",58,NA,25,"partly cloudy ","qualification ",1.88,0.83,-0.16,13,59,60,13
"2012JP3005RTRIA",32,NA,26.5,"sunny ","trial round ",2.61,1.26,-1.25,10,49,49,11
"2012JP3005RL",45,NA,27,"sunny ","1st round ",2.37,1.32,-0.01,11,48,50,11
"2012JP3005RL",47,NA,27,"sunny ","final round ",2.29,1.46,0.38,11,30,30,8
"2011JP3175RLT",71,NA,9,"cloudy ","1st round ",2.22,0.9,-0.63,16,59,59,14
"2011JP3175RLT",71,NA,8,"cloudy ","2nd round ",1.94,0.87,-0.41,17,58,58,14
"2011JP3175RLQ",65,NA,8,"overcast ","qualification ",2.04,0.65,-0.64,18,58,58,14
"2011JP3166RLT",77,NA,16,"cloudy ","1st round ",1.15,-0.03,-0.81,15,56,56,12
"2011JP3166RLT",68,NA,17,"cloudy ","2nd round ",0.92,-0.11,-0.78,15,57,57,12
"2011JP3166RLQ",68,NA,17,"partly cloudy ","qualification ",0.51,-0.17,-0.69,18,57,58,12
"2011JP3151RLT",89,NA,29.8,"cloudy/rain ","1st round ",0.86,0.17,-0.3,11,42,42,10
"2011JP3151RLT",96,NA,28.9,"cloudy/rain ","2nd round ",0.17,-0.26,-0.84,13,39,39,10
"2011JP3151RLQ",92,NA,27.6,"cloudy ","qualification ",0.38,-0.19,-0.9,14,38,39,10
"2011JP3150RLT",77,NA,19.5,"lightly rain ","1st round ",0.89,0.29,-0.27,11,63,63,16
"2011JP3150RLT",79,NA,19.5,"lightly rain ","2nd round ",1.08,0.38,-0.13,11,62,62,16
"2011JP3150RLQ",66,NA,17.5,"overcast ","qualification ",0.58,-0.6,-1.67,14,52,52,16
"2011JP3149RLT",95,NA,10.2,"lightly rain ","1st round ",1.4,0.91,0.15,17,58,58,15
"2011JP3149RLT",97,NA,9.5,"overcast ","2nd round ",1.47,0.79,-0.03,17,58,58,15
"2011JP3149RLQ",98,NA,9.2,"overcast ","qualification ",1.52,0.68,-0.35,18,58,58,15
"2011JP3148RLT",52,NA,18,"partly cloudy ","1st round ",1.8,0.73,-0.48,14,70,70,17
"2011JP3148RLT",48,NA,21,"partly cloudy ","2nd round ",1.52,0.84,-0.18,14,70,70,17
"2011JP3148RLQ",48,NA,18,"partly cloudy ","qualification ",1.78,0.45,-0.23,15,68,68,17
"2011JP3147RLT",41,NA,20.3,"partly cloudy ","1st round ",1.22,0.61,0.06,7,63,63,17
"2011JP3147RLT",41,NA,20,"partly cloudy ","2nd round ",1.4,0.34,-0.75,8,64,64,17
"2011JP3147RLQ",42,NA,18.5,"partly cloudy ","qualification ",0.91,0.1,-1.38,8.5,64,64,17
"2011JP3126RL",62,NA,18.5,"cloudy ","final round ",1.03,-0.17,-2.23,11,50,50,15
"2011JP3093RLQ",42,NA,20,"sunny ","qualification ",1.49,0.49,-0.43,16,52,52,12
"2011JP3093RL",42,NA,23,"sunny ","1st round ",1.37,0.46,-0.36,17,50,50,11
"2011JP3093RL",44,NA,23,"sunny ","final round ",0.47,0.14,-0.12,18,30,30,9
"2011JP3092RTRIA",43,NA,18,"sunny ","trial round ",0.46,-0.02,-0.3,19,50,50,10
"2011JP3092RL",64,NA,17,"clear ","1st round ",0.16,-0.09,-0.36,19,50,50,10
"2011JP3092RL",77,NA,15,"clear ","final round ",0.12,-0.09,-0.39,19,28,30,9
"2011JP3067RLQ",80,NA,27,"clear ","qualification ",0.58,-0.37,-0.82,14,37,37,10
"2011JP3067RL",83,NA,26,"cloudy ","1st round ",0.27,-0.07,-0.5,13,36,37,10
"2011JP3067RL",83,NA,25,"cloudy ","final round ",0.43,0,-0.29,12,30,30,10
"2011JP3066RL",92,NA,24.2,"cloudy ","1st round ",0.3,-0.22,-0.62,13,43,43,10
"2011JP3066RL",99,NA,23.6,"cloudy ","final round ",0.34,0,-0.35,12,30,30,10
"2011JP3039RTRIA",73,NA,11.2,"overcast ","trial round ",1.71,0.79,-1.52,16,47,47,15
"2011JP3039RL",73,NA,11.5,"overcast ","1st round ",1.58,0.51,-1.54,17,49,50,15
"2011JP3039RL",75,NA,10.5,"overcast ","final round ",1.48,0.71,-1.11,17,30,30,12
"2011JP3032RTRIA",72,NA,21,"partly cloudy ","trial round ",2.41,1.05,0.05,13,50,50,15
"2011JP3032RL",99,NA,20,"rain ","1st round ",2.02,0.81,0.05,13,49,50,15
"2011JP3032RL",88,NA,18,"cloudy/rain ","final round ",1.89,0.88,0.05,14,30,30,12
"2011JP3030RTRIA",50,NA,20,"sunny ","trial round ",1.95,0.84,0.05,0,56,56,14
"2011JP3030RL",50,NA,21,"sunny ","1st round ",1.79,0.59,-0.01,15,56,56,14
"2011JP3030RL",50,NA,20,"sunny ","final round ",0.94,0.07,-0.32,16,32,32,8
"2011JP3027RTRIA",42,NA,18.2,"cloudy ","trial round ",1.8,0.79,-0.83,7,49,49,15
"2011JP3027RL",42,NA,17.8,"cloudy ","1st round ",2.01,0.76,-1.02,7,50,50,15
"2011JP3027RL",42,NA,17,"cloudy ","final round ",1.15,0.7,-0.03,7,30,30,13
"2011JP3006RTRIA",55,NA,5,"overcast ","trial round ",0.79,0.31,-0.28,19,48,48,13
"2010JP3109RLT",62,NA,20,"clear ","1st round ",2.17,0.89,-0.3,15,65,65,19
"2010JP3109RLT",70,NA,18,"clear ","2nd round ",0.16,-0.72,-2.09,19,70,70,19
"2010JP3109RLQ",70,NA,16,"clear ","qualification ",-0.34,-0.96,-1.56,22,70,70,19
"2010JP3109RL",60,NA,22,"sunny ","1st round ",3,2.03,0.98,11,49,50,16
"2010JP3109RL",60,NA,21,"sunny ","final round ",2.39,1.86,0.93,13,30,30,13
"2010JP3094RTRIA",76,NA,8.6,"partly cloudy ","trial round ",2.37,0.79,-0.76,18,49,49,13
"2010JP3094RLT",83,NA,6,"cloudy ","1st round ",1.52,0.71,-0.5,19,66,66,19
"2010JP3094RLT",85,NA,5.7,"lightly rain ","2nd round ",1.51,0.47,-0.03,19,65,65,19
"2010JP3094RLQ",89,NA,5.1,"cloudy ","qualification ",0.94,0.48,0.11,21,64,64,19
"2010JP3094RL",71,NA,10.2,"partly cloudy ","1st round ",1.71,0.62,-0.67,19,50,50,13
"2010JP3094RL",69,NA,10.7,"partly cloudy ","final round ",1.41,0.33,-0.72,19,30,30,11
"2010JP3086RTRIA",66,NA,23,"partly cloudy ","trial round ",2.47,0.95,-0.58,14,50,50,15
"2010JP3086RLT",41,NA,28,"sunny ","1st round ",2.18,0.69,-0.43,14,78,78,18
"2010JP3086RLT",42,NA,27,"sunny ","2nd round ",2.14,0.58,-1.58,14,79,79,18
"2010JP3086RLQ",46,NA,25,"clear ","qualification ",1.48,0.09,-0.87,17,79,79,18
"2010JP3086RL",57,NA,22,"partly cloudy ","1st round ",0.51,-0.19,-1.09,16,49,50,15
"2010JP3086RL",55,NA,22,"partly cloudy ","final round ",1.38,0.38,-1.09,16,30,30,13
"2010JP3084RTRIA",100,NA,17.5,"lightly rain ","trial round ",0.23,-0.29,-0.67,0,58,58,15
"2010JP3084RL",100,NA,17.5,"rain ","1st round ",0.37,-0.3,-0.99,20,58,58,15
"2010JP3084RL",100,NA,18,"overcast ","final round ",0.49,0,-0.53,20,32,32,8
"2010JP3076RTRIA",47,NA,25,"sunny ","trial round ",2.09,1.24,-0.25,9,50,50,14
"2010JP3076RLT",70,NA,23,"sunny ","1st round ",1.01,-0.06,-0.94,14,70,70,19
"2010JP3076RLT",77,NA,21,"sunny ","2nd round ",0,-0.79,-1.54,15,71,71,19
"2010JP3076RLQ",68,NA,20,"sunny ","qualification ",-0.37,-1.14,-1.81,15,69,70,19
"2010JP3076RL",46,NA,26,"sunny ","1st round ",2.44,1.47,0.47,10,51,51,15
"2010JP3076RL",62,NA,24,"sunny ","final round ",2.05,1.17,-0.49,11,30,30,13
"2010JP3061RLQ",99,NA,17.3,"lightly rain ","qualification ",0.85,0.43,0.12,11,51,52,16
"2010JP3061RL",100,NA,16.7,"overcast ","1st round ",0.84,0.29,-0.25,9,50,50,16
"2010JP3061RL",99,NA,16.3,"overcast ","final round ",0.5,0.14,-0.39,10,30,30,13
"2010JP3060RTRIA",96,NA,18.8,"overcast ","trial round ",1.21,0.52,0.05,7,50,50,16
"2010JP3060RLT",83,NA,22.6,"cloudy ","1st round ",0.37,-0.02,-0.46,14,56,56,16
"2010JP3060RLT",83,NA,21.8,"cloudy ","2nd round ",0.42,0.02,-0.3,14,56,56,16
"2010JP3060RLQ",89,NA,21.5,"cloudy ","qualification ",0.67,0.12,-0.21,14,56,56,16
"2010JP3060RL",96,NA,18.7,"overcast ","1st round ",1.31,0.51,-0.62,8,50,50,16
"2010JP3060RL",96,NA,18.6,"overcast ","final round ",0.87,-0.3,-0.83,9,30,30,10
"2010JP3059RLQ",96,NA,10,"rain ","qualification ",1.29,0.62,-0.13,9,56,56,16
"2010JP3059RL",92,NA,11,"rain ","1st round ",1.56,0.41,-0.17,6,50,50,13
"2010JP3059RL",92,NA,11,"rain ","final round ",1.17,0.23,-0.54,8,30,30,10
"2010JP3058RTRIA",99,NA,15,"rain ","trial round ",0.3,-0.33,-0.62,10,49,49,14
"2010JP3058RLT",46,NA,23,"partly cloudy ","1st round ",1.37,-0.36,-1.34,8,60,60,15
"2010JP3058RLT",45,NA,23,"partly cloudy ","2nd round ",-0.89,-1.47,-1.89,12,63,63,16
"2010JP3058RLQ",52,NA,21,"partly cloudy ","qualification ",-0.43,-1.16,-1.63,13,63,63,16
"2010JP3058RL",99,NA,12.7,"rain ","1st round ",-0.17,-0.4,-0.75,11,49,50,14
"2010JP3058RL",99,NA,12.5,"rain ","final round ",-0.08,-0.47,-0.83,11.5,30,30,11
"2010JP3056RTRIA",47,NA,24.8,"sunny ","trial round ",1.22,0.23,-0.99,9,50,50,17
"2010JP3056RLT",45,NA,24,"sunny ","1st round ",2.59,0.87,-1.35,7,61,61,17
"2010JP3056RLT",45,NA,24,"sunny ","2nd round ",1.81,0.51,-1.53,9,67,67,19
"2010JP3056RLQ",42,NA,24,"sunny ","qualification ",1.4,-0.22,-1.14,11,68,68,19
"2010JP3056RL",47,NA,24.8,"sunny ","1st round ",0.51,-0.28,-1.25,10,48,50,17
"2010JP3056RL",47,NA,24.8,"sunny ","final round ",-1.12,-1.63,-2.18,12,30,30,13
"2021JP3003RTRIA",98,-10.2,-2.1,"sunny ","trial round ",-0.13,-0.3,-0.48,16,32,32,8
"2021JP3003RL",99,-10.5,-2.9,"clear ","1st round ",-0.03,-0.24,-0.5,13,32,32,8
"2021JP3003RL",99,-10.7,-3.9,"clear ","final round ",0.03,-0.26,-0.65,13,32,32,8
"2021JP3002RTRIA",89,-8.7,1.3,"cloudy ","trial round ",0.54,0.18,-0.36,10,40,40,14
"2021JP3002RL",95,-8.9,-1.5,"cloudy ","1st round ",0.6,0,-0.54,12,40,40,14
"2021JP3002RL",99,-9.4,-1.8,"cloudy ","2nd round ",0.42,0,-0.48,12,30,30,11
"2021JP3002RL",96,-11.3,-3.3,"clear ","3rd round ",0.01,-0.24,-0.57,12,29,29,11
"2021JP3002RL",96,-11.8,-4.5,"clear ","final round ",-0.05,-0.17,-0.41,12,29,29,11
"2021JP3001RLT",95,-8.6,0.7,"overcast / fog ","1st round ",0.68,0.39,-0.08,12,58,58,14
"2021JP3001RLT",97,-8.5,0.2,"overcast / fog ","2nd round ",0.66,0.28,-0.27,12,57,57,14
"2021JP3001RLQ",100,-9,-0.5,"overcast / fog ","qualification ",0.55,0.22,-0.44,12,44,45,14
"2018JP3265RTRIA",78,-0.8,5,"cloudy ","trial round ",-0.07,-0.68,-1.29,21,28,28,11
"2018JP3265RL",87,-0.8,0,"snowfall ","1st round ",0.64,0.09,-0.78,14,40,40,13
"2018JP3265RL",89,-0.8,0,"snowfall ","2nd round ",0.2,-0.22,-0.8,16,30,30,11
"2018JP3265RL",74,-0.8,0.6,"cloudy ","final round ",0.1,-0.52,-1.19,21,30,30,11
"2018JP3139RTRIA",82,-0.8,-0.4,"lightly snowfall ","trial round ",0.85,0.2,-0.7,4,31,31,8
"2018JP3139RL",83,-0.8,-0.6,"overcast ","1st round ",-0.12,-0.44,-0.76,23,32,32,8
"2018JP3139RL",82,-0.8,-0.7,"cloudy ","final round ",-0.07,-0.42,-0.94,23,32,32,8
"2018JP3137RLT",95,-0.8,2.5,"overcast ","1st round ",-0.43,-1.32,-2.32,26,50,50,15
"2018JP3137RLQ",85,-0.8,0.2,"snowfall ","qualification ",0.55,-0.02,-1.36,17,46,46,15
"2016JP3723RL",89,-8,-4.2,"lightly snowfall ","1st round ",0.84,0.44,-0.16,17,32,32,8
"2016JP3723RL",90,-8,-4.4,"lightly snowfall ","final round ",0.8,0.36,-0.13,17,32,32,8
"2016JP3722RTRIA",60,-6,-1.5,"partly cloudy ","trial round ",1.28,0.06,-1.3,18,40,40,16
"2016JP3722RL",59,-6,-1,"partly cloudy ","1st round ",0.87,0.5,-0.48,18,40,40,16
"2016JP3722RL",85,-6,-1.4,"snowfall ","2nd round ",0.82,0.4,-0.22,16,30,30,11
"2016JP3722RL",90,-6,-4.3,"lightly snowfall ","final round ",1.36,0.68,-0.16,13,30,30,11
"2016JP3720RLT",68,-8,-4,"partly cloudy ","1st round ",0.74,0.22,-0.55,18,51,51,16
"2016JP3720RLT",67,-8,-3.8,"partly cloudy ","2nd round ",0.54,-0.1,-0.64,20,51,51,16
"2016JP3720RLQ",64,-8,-2.1,"partly cloudy ","qualification ",0.36,-0.5,-1.25,22,44,44,16
"2014JP3806RTRIA",44,-5.5,10.1,"sunny ","trial round ",0.71,0.25,-0.12,7,39,39,14
"2014JP3806RL",44,-5.5,8.1,"sunny ","1st round ",0.66,0.12,-0.37,8,40,40,14
"2014JP3806RL",58,-5.5,5.9,"sunny ","2nd round ",-0.51,-1.02,-1.34,10,30,30,12
"2014JP3805RLT",48,-5.5,11.6,"sunny ","1st round ",1.07,0.35,-0.52,7,58,58,17
"2014JP3805RLT",51,-5.5,8.8,"sunny ","2nd round ",0.92,0.19,-0.57,9,58,58,17
"2014JP3805RLQ",54,-5.5,6.8,"sunny ","qualification ",0.08,-0.38,-0.67,9,48,48,17
"2012JP3166RTRIA",94,-0.8,3,"partly cloudy ","trial round ",0.2,-0.22,-0.72,4,40,40,10
"2012JP3166RL",87,-0.8,4.5,"partly cloudy ","1st round ",0.01,-0.22,-0.49,14,39,40,10
"2012JP3166RL",82,-0.8,4,"partly cloudy ","final round ",0.94,0.15,-0.32,13,32,32,8
"2012JP3164RL",93,-0.8,2,"partly cloudy ","1st round ",2.25,1.42,0.64,7,40,40,14
"2012JP3164RL",94,-0.8,2,"partly cloudy ","final round ",1.71,0.15,-1.09,10,30,30,12
"2012JP3163RLT",95,-7,5,"cloudy ","1st round ",1.14,0,-0.76,13,56,56,16
"2012JP3163RLT",93,-7,5,"cloudy ","2nd round ",0.64,-0.28,-1.29,14,56,56,16
"2012JP3163RLQ",93,-7,4,"cloudy/rain ","qualification ",-0.18,-1.22,-2.27,16,47,47,16
"2010JP3055RTRIA",90,-7.5,6.8,"cloudy ","trial round ",0.75,0.16,-0.43,0,39,39,10
"2010JP3055RL",92,-7.5,7.4,"partly cloudy ","1st round ",0.77,-0.13,-1.03,20,40,40,10
"2010JP3055RL",90,-6.6,8.7,"partly cloudy ","final round ",0.53,-0.45,-1.19,20,32,32,8
"2010JP3054RTRIA",NA,NA,NA,NA,"trial round ",NA,NA,NA,20,30,30,11
"2010JP3054RL",52,-4.6,8.5,"sunny ","1st round ",0.6,-0.37,-1.44,21,39,39,13
"2010JP3054RL",52,-5,7.6,"sunny ","2nd round ",0.13,-0.45,-1.11,21,31,31,11
"2010JP3054RL",80,-8.3,7.7,"sunny ","3rd round ",1.48,0.93,0.16,15,30,30,11
"2010JP3054RL",60,-8.2,8.6,"partly cloudy ","final round ",1.94,1.02,0.23,14,30,30,11
"2010JP3052RLT",80,-8,3.2,"overcast ","1st round ",0.5,0.03,-0.3,15,69,69,18
"2010JP3052RLT",80,-9,5,"overcast ","2nd round ",0.43,0.04,-0.27,17,68,68,18
"2010JP3052RLQ",70,-9,6.3,"partly cloudy ","qualification ",1.22,0.56,-0.07,16,56,56,18
"2010JP3196RLQ",82,-11.3,-12.2,"clear ","qualification ",0.24,-0.47,-1.21,14,70,70,19
"2010JP3051RTRIA",82,-10,1,"partly cloudy ","trial round ",1.88,0.84,-0.09,17,49,49,14
"2010JP3051RL",78,-10,2,"partly cloudy ","1st round ",2.08,1.19,-0.17,15,50,50,15
"2010JP3051RL",78,-10,2,"partly cloudy ","final round ",1.77,0.82,-0.16,17,30,30,10
"2010JP3050RLT",55,-10,2.4,"overcast ","1st round ",1.61,0.44,-0.53,23,70,70,18
"2010JP3050RLT",53,-10,2.9,"overcast ","2nd round ",1.74,0.82,0.09,20,69,69,18
"2010JP3050RLQ",50,-10,2.9,"overcast ","qualification ",1.29,0.33,-0.48,25,68,69,18
"2010JP3049RTRIA",50,-12,2.9,"cloudy ","trial round ",1.69,1.06,0.66,2,49,49,14
"2010JP3049RL",50,-12,3,"cloudy ","1st round ",1.01,0.38,-0.16,4,50,50,14
"2010JP3049RL",50,-12,2.7,"cloudy ","final round ",0.96,0.15,-0.84,6,30,30,12
"2010JP3048RLT",56,-12,3.8,"cloudy ","1st round ",0.74,-0.16,-0.93,6,66,66,18
"2010JP3048RLT",78,-12,3.2,"cloudy ","2nd round ",0.42,-0.07,-0.88,6,67,67,18
"2010JP3048RLQ",78,-12,2.2,"cloudy ","qualification ",0.3,-0.5,-1.47,8,66,66,18
"2010JP3047RLT",54,-7,-2.8,"sunny ","1st round ",2.32,1.13,-0.09,9,56,56,15
"2010JP3047RL",55,-9.6,-5,"clear ","1st round ",1.71,0.7,-0.04,9,56,56,15
"2010JP3047RL",57,-11,-6,"clear ","final round ",0.84,0.33,-0.21,10,30,30,11
"2010JP3045RTRIA",62,-7.4,-5.2,"sunny ","trial round ",0.72,0.03,-0.7,7,49,49,13
"2010JP3045RL",62,-7.4,-5.2,"sunny ","1st round ",0.4,0.01,-0.42,7,50,50,13
"2010JP3045RL",62,-7.4,-4.5,"clear ","final round ",0.39,0.15,-0.21,7,30,30,10
"2010JP3044RTRIA",82,-5.2,-6,"overcast ","trial round ",1.21,0.21,-0.81,0,48,48,13
"2010JP3044RL",82,-5.2,-6,"overcast ","1st round ",1.85,0.34,-0.7,6,52,52,13
"2010JP3043RLT",61,-10.2,-8,"clear ","1st round ",0.26,-0.12,-0.41,10,64,64,15
"2010JP3043RLT",61,-10.2,-8,"clear ","2nd round ",0.06,-0.18,-0.45,9,63,63,15
"2010JP3043RLQ",61,-8,-10.2,"clear ","qualification ",0.16,-0.14,-0.44,10,64,64,15
"2010JP3037RTRIA",89,-10.2,-0.5,"overcast / fog ","trial round ",1.18,0.43,-0.69,0,56,56,14
"2010JP3037RL",91,-10.2,-0.9,"overcast ","1st round ",1.03,0.29,-0.4,9,56,56,14
"2010JP3037RL",89,-10.2,-0.6,"clear ","final round ",1.21,0.47,-0.05,11,32,32,8
"2010JP3036RTRIA",93,-8.3,2.3,"overcast / fog ","trial round ",0.25,-0.16,-0.62,11,50,50,14
"2010JP3036RL",93,-8.3,2.4,"overcast / fog ","1st round ",1.19,0.35,-0.23,10,49,50,14
"2010JP3036RL",95,-8.3,1.7,"overcast / fog ","final round ",0.78,0.24,-0.24,10,29,30,11
"2010JP3035RLT",86,-9.6,0.1,"overcast ","1st round ",1.71,0.33,-1.17,7,64,64,15
"2010JP3035RLQ",89,-9.6,0.2,"overcast ","qualification ",0.84,-0.07,-1.46,9,61,61,15
"2010JP3034RTRIA",80,-4.6,-0.8,"partly cloudy ","trial round ",1.16,0.5,-0.18,16,50,50,12
"2010JP3034RL",91,-5,-1.8,"cloudy ","1st round ",1.63,0.26,-0.95,15,50,50,12
"2010JP3034RL",88,-5,-2.1,"partly cloudy ","final round ",0.17,-0.23,-0.84,18,30,30,10
"2010JP3033RLT",79,-5,-2,"overcast ","1st round ",1.26,0.43,-0.36,19,60,60,15
"2010JP3033RLT",79,-5,-2,"lightly snowfall ","2nd round ",1.32,0.61,0.06,17,60,60,15
"2010JP3033RLQ",98,-5,-3.1,"lightly snowfall ","qualification ",1.41,0.7,-0.26,18,57,57,15
"2010JP3032RTRIA",91,-11.5,-9.5,"partly cloudy ","trial round ",1.61,1.34,0.91,15,40,40,11
"2010JP3032RL",91,-15,-12,"overcast ","1st round ",1.99,1.28,0.58,15,39,39,11
"2010JP3032RL",60,-20,-15,"overcast ","final round ",1.18,0.92,0.53,17,30,30,11
"2010JP3031RTRIA",87,-3,-4,"overcast ","trial round ",1,0.3,-0.46,0,36,36,9
"2010JP3031RL",87,-3,-4,"snowfall ","1st round ",1.47,0.74,0.1,22,36,36,9
"2010JP3031RL",80,-3.5,-4.5,"lightly snowfall ","final round ",0.96,0.47,-0.11,26,32,32,8
"2010JP3030RLT",89,-3,-3,"overcast ","1st round ",1.24,0.23,-0.55,26,52,52,13
"2010JP3030RLT",89,-3,-3,"overcast ","2nd round ",1.15,0.07,-0.83,27,52,52,13
"2010JP3030RLQ",72,-4,0.1,"overcast ","qualification ",1.75,0.36,-0.17,27,50,50,13
"2010JP3029RLQ",67,-11,-6,"clear ","qualification ",-0.52,-1.34,-1.67,7,59,59,13
"2010JP3029RL",67,-11,-6,"clear ","1st round ",-0.37,-1.22,-1.54,8.5,50,50,13
"2010JP3029RL",67,-11,-6,"clear ","final round ",-0.25,-0.78,-1.1,7,30,30,10
"2010JP3028RTRIA",71,-12,-11,"cloudy ","trial round ",0.5,0.04,-0.59,6,50,50,13
"2010JP3028RL",69,-12,-12,"cloudy ","1st round ",0.33,-0.24,-0.66,5.5,49,50,13
"2010JP3028RL",69,-12,-12,"cloudy ","final round ",0.13,-0.16,-0.38,5.5,30,30,10
"2010JP3027RLT",81,-11,-10,"cloudy ","1st round ",0.1,-0.31,-0.7,6,59,59,14
"2010JP3027RLT",81,-12,-11,"cloudy ","2nd round ",0.59,-0.03,-0.43,5,59,59,14
"2010JP3027RLQ",81,-10,-10,"cloudy ","qualification ",0.31,-0.11,-0.53,7,59,59,14
"2010JP3026RLQ",97,-6.6,-7.3,"lightly snowfall ","qualification ",1.08,0.44,-0.2,14,65,65,17
"2010JP3026RL",90,-5.7,-6.3,"sunny ","1st round ",1.11,0.53,-0.13,15,50,50,14
"2010JP3026RL",86,-5.5,-6.3,"sunny ","final round ",0.86,0.35,-0.27,15,29,30,11
"2010JP3025RTRIA",71,-8.7,-9.3,"partly cloudy ","trial round ",2.9,1.71,0.41,9,50,50,14
"2010JP3025RL",82,-9.7,-9.7,"lightly snowfall ","1st round ",2.38,1.03,0.19,11,50,50,14
"2010JP3025RL",82,-10,-9.9,"cloudy ","final round ",1.33,0.73,0,11,30,30,10
"2010JP3024RLT",82,-7.2,-8.4,"snowfall ","1st round ",2.07,0.93,0.36,17,65,65,17
"2010JP3024RLT",82,-7.4,-8.5,"snowfall ","2nd round ",1.19,0.5,-0.21,16,65,65,17
"2010JP3024RLQ",80,-8.4,-9.4,"snowfall ","qualification ",1.42,0.66,-0.12,18,63,64,17
"2010JP3023RL",83,-3.9,-3.4,"lightly snowfall ","1st round ",1.16,0.99,0.72,2,40,40,12
